año,mes,id_vu,razon_social,rut_razon_social,nombre_establecimiento,rubro,rubro_id,ciiu4,ciiu4_id,ciiu6,ciiu6_id,region,provincia,comuna,codigo_unico_territorial,latitud,longitud,rol_establecimiento,declaracion_id,tipo_recepcion,cantidad_toneladas,tratamiento_n1_id,tratamiento_n1_name,tratamiento_n2_id,tratamiento_n2_name,tratamiento_n3_id,tratamiento_n3_name,LER,LER_numero,LER_capitulo,LER_numero_capitulo,LER_subcapitulo,LER_numero_subcapitulo,trazabilidad__id_vu,trazabilidad__nombre_establecimiento,trazabilidad__razon_social,trazabilidad__comuna,trazabilidad__region,trazabilidad__pais
2024,6,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Industria del papel y celulosa,5,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,Destinatario Final,752162,1,511.62,2.0,Valorización,8.0,Reciclaje,23.0,Co-procesamiento,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,8,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",3,322.0,COMPANIA PAPELERA PACIFICO,CIA PAPELERA DEL PACIFICO S A,Mostazal,Libertador Gral. Bernardo O'Higgins,Chile
2024,2,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Industria del papel y celulosa,5,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,Destinatario Final,778220,1,792.28,2.0,Valorización,8.0,Reciclaje,23.0,Co-procesamiento,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,8,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",3,322.0,COMPANIA PAPELERA PACIFICO,CIA PAPELERA DEL PACIFICO S A,Mostazal,Libertador Gral. Bernardo O'Higgins,Chile
2024,3,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Industria del papel y celulosa,5,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,Destinatario Final,778224,1,676.63,2.0,Valorización,8.0,Reciclaje,23.0,Co-procesamiento,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,8,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",3,322.0,COMPANIA PAPELERA PACIFICO,CIA PAPELERA DEL PACIFICO S A,Mostazal,Libertador Gral. Bernardo O'Higgins,Chile
2024,4,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Industria del papel y celulosa,5,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,Destinatario Final,778226,1,569.53,2.0,Valorización,8.0,Reciclaje,23.0,Co-procesamiento,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,8,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",3,322.0,COMPANIA PAPELERA PACIFICO,CIA PAPELERA DEL PACIFICO S A,Mostazal,Libertador Gral. Bernardo O'Higgins,Chile
2024,5,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Industria del papel y celulosa,5,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,Destinatario Final,778230,1,543.92,2.0,Valorización,8.0,Reciclaje,23.0,Co-procesamiento,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,8,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",3,322.0,COMPANIA PAPELERA PACIFICO,CIA PAPELERA DEL PACIFICO S A,Mostazal,Libertador Gral. Bernardo O'Higgins,Chile
2024,8,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Industria del papel y celulosa,5,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,Destinatario Final,778375,1,739.93,2.0,Valorización,8.0,Reciclaje,23.0,Co-procesamiento,03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,8,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",3,322.0,COMPANIA PAPELERA PACIFICO,CIA PAPELERA DEL PACIFICO S A,Mostazal,Libertador Gral. Bernardo O'Higgins,Chile
2024,8,322,CIA PAPELERA DEL PACIFICO S A,96554890-4,COMPANIA PAPELERA PACIFICO,Industria del papel y celulosa,5,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C1702,Fabricación de papel y cartón ondulado y de envases de papel y cartón,C170200,Libertador Gral. Bernardo O'Higgins,Cachapoal,Mostazal,6110,-33.982563301563,-70.701968993166,Destinatario Final,778375,1,143.125,2.0,Valorización,8.0,Reciclaje,16.0,"Reciclaje de papel, cartón y productos de papel",03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado,8,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",3,322.0,COMPANIA PAPELERA PACIFICO,CIA PAPELERA DEL PACIFICO S A,Mostazal,Libertador Gral. Bernardo O'Higgins,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,5.54,5.0,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),44.0,Pretratamiento de Metales ,20 01 40 | Metales,40,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,27.75,2.0,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,20 01 40 | Metales,40,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,5540.028,1.0,Eliminación,3.0,Disposición final,65.0,Área de Disposición Controlada,"10 02 08 | Residuos sólidos del tratamiento de gases, distintos de los especificados en el código 10 02 07",8,10 | Residuos de procesos térmicos,10,02 | Residuos de la industria del hierro y del acero,2,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,728.69,1.0,Eliminación,3.0,Disposición final,65.0,Área de Disposición Controlada,10 02 10 | Cascarilla de laminación,10,10 | Residuos de procesos térmicos,10,02 | Residuos de la industria del hierro y del acero,2,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,872.0,1.0,Eliminación,3.0,Disposición final,65.0,Área de Disposición Controlada,"10 02 14 | Lodos y tortas de filtración del tratamiento de gases, distintos de los especificados en el código 10 02 13",14,10 | Residuos de procesos térmicos,10,02 | Residuos de la industria del hierro y del acero,2,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,2159.12,1.0,Eliminación,3.0,Disposición final,65.0,Área de Disposición Controlada,10 02 99 | Residuos no especificados en otra categoría,99,10 | Residuos de procesos térmicos,10,02 | Residuos de la industria del hierro y del acero,2,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,1.558,1.0,Eliminación,3.0,Disposición final,65.0,Área de Disposición Controlada,16 01 17 | Metales ferrosos,17,16 | Residuos no especificados en otro capítulo de la lista,16,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",1,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,7703.5,2.0,Valorización,7.0,Preparación para reutilización,,,10 02 02 | Escorias no tratadas,2,10 | Residuos de procesos térmicos,10,02 | Residuos de la industria del hierro y del acero,2,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,868.51,2.0,Valorización,7.0,Preparación para reutilización,,,10 02 99 | Residuos no especificados en otra categoría,99,10 | Residuos de procesos térmicos,10,02 | Residuos de la industria del hierro y del acero,2,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,594.08,2.0,Valorización,7.0,Preparación para reutilización,,,16 01 17 | Metales ferrosos,17,16 | Residuos no especificados en otro capítulo de la lista,16,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",1,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,1227.97,2.0,Valorización,7.0,Preparación para reutilización,,,16 01 17 | Metales ferrosos,17,16 | Residuos no especificados en otro capítulo de la lista,16,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",1,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,26.77,2.0,Valorización,7.0,Preparación para reutilización,,,17 04 05 | Hierro y acero no galvanizados,5,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,54.49,2.0,Valorización,7.0,Preparación para reutilización,,,17 04 07 | Metales mezclados,7,17 | Residuos de la construcción y demolición,17,04 | Metales (incluidas sus aleaciones),4,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,469.44,2.0,Valorización,7.0,Preparación para reutilización,,,20 01 40 | Metales,40,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,2.45,2.0,Valorización,7.0,Preparación para reutilización,,,20 01 40 | Metales,40,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",20,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),1,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,52.87,2.0,Valorización,8.0,Reciclaje,20.0,Reciclaje de metales,16 01 17 | Metales ferrosos,17,16 | Residuos no especificados en otro capítulo de la lista,16,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",1,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
2024,1,633,CIA SIDERURGICA HUACHIPATO S.A.,94637000-2,COMPAÑÍA SIDERÚRGICA HUACHIPATO,Otras industrias manufactureras,10,Industrias básicas de hierro y acero,C2410,Industrias básicas de hierro y acero,C241000,Biobío,Concepción,Talcahuano,8110,-36.75168609258,-73.125421392728,Destinatario Final,675498,1,10.884,2.0,Valorización,8.0,Reciclaje,22.0,Reciclaje de Residuos voluminosos,16 01 17 | Metales ferrosos,17,16 | Residuos no especificados en otro capítulo de la lista,16,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",1,633.0,COMPAÑÍA SIDERÚRGICA HUACHIPATO,CIA SIDERURGICA HUACHIPATO S.A.,Talcahuano,Biobío,Chile
