razon_social,anio,Eliminación,Recepción y Almacenamiento,Valorización,total,pct_valorizacion,n_declaraciones,rubro
DIFOR CHILE SOCIEDAD ANONIMA,2023,0.0,0.0,0.08,0.08,100.0,1,Ventas y mantención de vehículos automotores
DIGITAL HOLDINGS CHILE SPA,2023,90.47999999999999,0.0,0.0,90.47999999999999,0.0,2,Otras actividades
DISTRIBUIDORA CUMMINS CHILE S A,2023,0.0,229.64,0.0,229.64,0.0,1,Comercio mayorista
DOMEYKO SPA,2023,3964.59,0.0,0.0,3964.59,0.0,1,Construcción
DOMINION SPA,2023,43.98,0.0,0.0,43.98,0.0,2,Otras actividades
DRACO SOLAR SPA,2023,0.0,0.3,0.0,0.3,0.0,1,Otras centrales de generación eléctrica
DSPUENTEALTO SPA,2023,3598.755,0.0,0.0,3598.755,0.0,2,Construcción
EATON INDUSTRIES (CHILE) SPA,2023,12.1,0.0,0.0,12.1,0.0,1,Otras industrias manufactureras
EBCO S A,2023,15.68,0.0,0.0,15.68,0.0,1,Construcción
EBCO S.A.,2023,27219.766,45.225,14.309999999999999,27279.301,0.05245735585380285,44,Construcción
ECOAZA SPA,2023,397.26,0.0,2673.06,3070.3199999999997,87.06128351442196,2,Gestores de residuos
ECOMET S A,2023,0.025075,0.0,0.0,0.025075,0.0,1,Otras industrias manufactureras
ELABORADORA DE ALIMENTOS FRUTALE LIMITADA,2023,0.0,0.0,21.56,21.56,100.0,1,Otras industrias manufactureras
ELECTROLUX DE CHILE S.A.,2023,300.61,0.0,0.0,300.61,0.0,1,Otras industrias manufactureras
EMBALAJES INDUSTRIALES ARAYA LIMITADA,2023,0.0,0.0,14.52,14.52,100.0,1,Industria de la madera y silvicultura
EMBOTELLADORA ANDINA CHILE S.A.,2023,4.486,0.0,0.0,4.486,0.0,1,Otras actividades
EMBOTELLADORA ANDINA S A,2023,2216.3239999999996,0.0,0.0,2216.3239999999996,0.0,3,Otras industrias manufactureras
EMBOTELLADORA METROPOLITANA S.A.,2023,13.372,1.489,32.533,47.394000000000005,68.64371017428365,11,Otras industrias manufactureras
EMBOTELLADORAS CHILENAS UNIDAS S.A,2023,883.865,0.308,46.439,930.612,4.990157014953601,7,Otras industrias manufactureras
EMPRESA CONSTRUCTORA GUZMAN Y LARRAIN SPA,2023,0.0,0.0,0.461,0.461,100.0,1,Construcción
EMPRESA DE AGUA POTABLE IZARRA DE LO AGUIRRE S A,2023,9.77,0.0,0.0,9.77,0.0,1,"Captación, tratamiento y distribución de agua"
EMPRESA DE BUSES HUALPEN LTDA,2023,56.0,0.0,0.0,56.0,0.0,1,Otras actividades
EMPRESA DE LOS FERROCARRILES DEL ESTADO,2023,4252.52,0.0,0.0,4252.52,0.0,16,Otras actividades
EMPRESA DE TRANSPORTE DE PASAJEROS METRO S A,2023,46940.5148,0.0,30.229999999999997,46970.7448,0.06435920939452507,56,Otras actividades
EMPRESA DISTRIBUIDORA DE PAPELES Y CARTONES SPA,2023,0.93,0.0,0.0,0.93,0.0,1,Comercio mayorista
EMPRESA ELECTRICA CAMPICHE SPA,2023,12.1375,0.0,15.375,27.5125,55.8836892321672,2,Termoeléctricas
EMPRESA ELECTRICA PEHUENCHE S A,2023,0.0,0.0,39.5,39.5,100.0,1,Otras centrales de generación eléctrica
EMPRESA ELECTRICA PUENTE ALTO S.A.,2023,107.88000000000001,0.0,0.0,107.88000000000001,0.0,2,Otras actividades
EMPRESA ELECTRICA VENTANAS SPA,2023,12.1375,0.0,15.375,27.5125,55.8836892321672,2,Termoeléctricas
EMPRESAS GASCO S.A.,2023,333.033,0.0,0.0,333.033,0.0,2,Otras actividades
ENAP REFINERIAS S A,2023,480.1,0.0,941.64,1421.74,66.23151912445313,3,Refinería de petróleo
ENEL DISTRIBUCION CHILE S.A.,2023,34596.649000000005,0.0,409.406,35006.05500000001,1.169529100037122,24,Otras actividades
ENEL GENERACION CHILE S.A.,2023,6.49,0.0,37.39,43.88,85.20966271649955,6,Termoeléctricas
ENEL GREEN POWER CHILE SA,2023,242.463,0.0,42.98,285.443,15.057296903409787,7,Otras centrales de generación eléctrica
ENERGIA CERRO EL MORADO SPA,2023,0.32,0.0,0.0,0.32,0.0,1,Otras centrales de generación eléctrica
ENVASES CENTRAL S A,2023,0.0,461.586,0.04,461.62600000000003,0.00866502320059962,3,Otras industrias manufactureras
ENVASES CMF SOCIEDAD ANONIMA,2023,2.42,16.07,0.0,18.490000000000002,0.0,2,"Industria química, de plástico y caucho"
ENVASES IMPRESOS CORDILLERA SPA,2023,10.83,0.0,0.0,10.83,0.0,2,Industria del papel y celulosa
ENVASES Y LITOGRAFIA AGUILA S.A.,2023,0.0,0.0,47.21277,47.21277,100.0,1,Otras industrias manufactureras
EUROCORP DOS S.A.,2023,2586.9900000000002,0.0,0.0,2586.9900000000002,0.0,6,Construcción
EWOS CHILE ALIMENTOS LIMITADA,2023,19.27,0.0,0.0,19.27,0.0,1,Otras industrias manufactureras
EXEQUIEL FERNANDEZ SPA,2023,2827.49,0.0,0.0,2827.49,0.0,2,Construcción
FABRICACION VISTALIBRE LIMITADA,2023,6.67,0.0,74.43299999999999,81.103,91.7758899177589,4,Otras industrias manufactureras
FABRICACIONES METALICAS CONTAINERLAND LIMITADA,2023,162.73,0.0,0.0,162.73,0.0,1,Otras industrias manufactureras
FALABELLA INMOBILIARIO S.A,2023,17.439999999999998,0.0,0.0,17.439999999999998,0.0,2,Otras actividades
FCA PAVIMENTOS Y REVESTIMIENTOS BUDNIK HNOS S A,2023,209.98,0.0,0.0,209.98,0.0,1,Otras industrias manufactureras
FERROCARRIL DE ANTOFAGASTA A BOLIVIA,2023,52.485,0.0,0.0,52.485,0.0,2,Otras actividades
FIBRA INGENIERIA Y CONSTRUCCION SPA,2023,0.0,0.0,11.47,11.47,100.0,1,"Industria química, de plástico y caucho"
FIBROCEMENTOS VOLCAN LIMITADA,2023,793.66295,0.0,4.46,798.1229500000001,0.5588111455760042,7,Otras industrias manufactureras
FLESAN ANCLAJES S.A.,2023,0.0,0.0,0.289,0.289,100.0,1,Construcción
FLSMIDTH S.A.,2023,0.0,0.0,32.11,32.11,100.0,4,Otras actividades
FOTOVOLTAICA BOLDO SPA,2023,6.85,0.0,0.0,6.85,0.0,1,Otras centrales de generación eléctrica
FOTOVOLTAICA PEUMO SPA,2023,0.28,0.0,0.0,0.28,0.0,1,Otras centrales de generación eléctrica
FRANKLIN SPA,2023,1368.0,0.0,0.0,1368.0,0.0,1,Construcción
FREYSSINET CHILE SPA,2023,37.41,0.0,0.0,37.41,0.0,2,Construcción
FROILAN ROA SPA,2023,314.07,0.0,0.0,314.07,0.0,1,Construcción
FUCHS GELLONA Y SILVA SPA,2023,5884.39,0.0,26.1,5910.490000000001,0.44158775329964184,19,Construcción
FUND INSTITUTO PROFESIONAL DUOC UC,2023,214.92000000000002,0.8,0.0,215.72000000000003,0.0,5,Otras actividades
FUNDACION INVICA,2023,1389.0,0.0,0.0,1389.0,0.0,2,Otras actividades
GASCO GLP S A,2023,0.0,258.33000000000004,927.1469999999999,1185.4769999999999,78.20877165900309,8,Otras actividades
GENERADORA METROPOLITANA SPA,2023,53.0,0.0,0.0,53.0,0.0,5,Termoeléctricas
GESPANIA CONSTRUCTORA S.A.,2023,1394.85,18.663999999999998,0.259,1413.773,0.01831977269335318,8,Construcción
GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,2023,3508.44,20.83,671.428,4200.698,15.983724609576788,9,Gestores de residuos
GESTION VIAL S A,2023,4193.26,0.0,0.0,4193.26,0.0,9,Construcción
GNL QUINTERO SA,2023,37.270799999999994,0.0,0.0,37.270799999999994,0.0,3,Otras actividades
GOODYEAR DE CHILE S A I C,2023,0.0,113.124,202.8,315.924,64.19265392942607,5,"Industria química, de plástico y caucho"
GS EXPORTACIONES SOCIEDAD ANONIMA,2023,63.84,0.0,0.0,63.84,0.0,1,Gestores de residuos
GUALLATIRI SPA,2023,7.390000000000001,0.0,0.0,7.390000000000001,0.0,2,Otras centrales de generación eléctrica
GUZMAN Y LARRAIN VIVIENDAS ECONOMICAS SPA,2023,2243.34,0.0,39.181000000000004,2282.521,1.7165669012464728,7,Construcción
HARTING LIMITADA,2023,27.362499999999997,0.0,0.0,27.362499999999997,0.0,2,"Industria química, de plástico y caucho"
HENKEL CHILE LIMITADA,2023,0.0,0.0,25.56,25.56,100.0,1,"Industria química, de plástico y caucho"
HIPERMERCADOS TOTTUS SA,2023,146.16,0.0,0.0,146.16,0.0,1,Comercio minorista
HORMIGONES BICENTENARIO S.A.,2023,59092.77,0.0,912.81,60005.579999999994,1.5212085276069325,5,Otras industrias manufactureras
HORMISUR INEIN S A,2023,1261.0,0.0,0.0,1261.0,0.0,1,Construcción
HUNTER DOUGLAS CHILE S A,2023,5.99,0.0,140.68,146.67000000000002,95.91600190904752,3,Otras industrias manufactureras
I MUNICIPALIDAD LO BARNECHEA,2023,1421.6290000000001,0.0,11.847,1433.476,0.8264526228552134,9,Construcción
IBM DE CHILE S A C,2023,0.0,0.504816,0.02,0.5248160000000001,3.8108594250175294,4,Otras actividades
ICAFAL INGENIERIA Y CONSTRUCCION S A,2023,21479.1,0.0,0.0,21479.1,0.0,5,Construcción
ICITY SPA,2023,32.769999999999996,0.0,0.0,32.769999999999996,0.0,2,Construcción
ICONEX (CHILE) SPA,2023,0.0,0.41,0.0,0.41,0.0,1,Otras industrias manufactureras
IDEA INVERSIONES INMOBILIARIAS SEIS SPA,2023,3578.582,0.0,0.0,3578.582,0.0,5,Construcción
IDEA INVERSIONES INMOBILIARIAS TRES S.A.,2023,144.0,0.0,0.0,144.0,0.0,1,Construcción
ILUMINACION Y PAISAJE LIMITADA,2023,0.008,9.57,0.0,9.578,0.0,2,Construcción
IMPORTADORA CAFE DO BRASIL S A,2023,0.0,0.0,1.38,1.38,100.0,1,Otras industrias manufactureras
IMPRESORA Y COMERCIAL FE & SER LTDA,2023,0.0,0.0,1.807,1.807,100.0,1,Otras industrias manufactureras
INCAHUASI ENERGY SPA,2023,1.13,0.0,0.0,1.13,0.0,1,Otras centrales de generación eléctrica
INDUSTRIA DE ALIMENTOS DOS EN UNO SOCIEDAD ANONIMA,2023,0.0,0.0,0.71,0.71,100.0,1,Otras industrias manufactureras
INDUSTRIA DE BALDOSAS MICROVIBRADAS S A,2023,118.98,0.0,0.0,118.98,0.0,1,Otras industrias manufactureras
INDUSTRIA DE TUBOS Y PREFABRICADOS DE HORMIGON BUDNIK S A,2023,69.6,0.0,0.0,69.6,0.0,1,Otras industrias manufactureras
INDUSTRIA METALURGICA URSUS TROTTER S A,2023,0.0,0.0,107.376,107.376,100.0,3,Otras industrias manufactureras
INDUSTRIAL OCHAGAVIA LIMITADA,2023,348.31,0.0,0.0,348.31,0.0,1,Otras industrias manufactureras
INDUSTRIAS E INVERSIONES PLASTISERVI SOCIEDAD ANÓNIMA,2023,0.0,1.44,0.0,1.44,0.0,1,"Industria química, de plástico y caucho"
INGENIERIA Y CONSTRUCCION SIGDO    KOPPERS S A,2023,0.0,0.0,1.34,1.34,100.0,1,Otras actividades
INMOB BBI SA,2023,417.6,0.0,0.0,417.6,0.0,1,Otras actividades
INMOB LA CRUZ SA,2023,1237.8,0.0,0.0,1237.8,0.0,2,Otras actividades
INMOBILIARIA ALTO LA CRUZ LIMITADA,2023,2176.77,0.0,0.0,2176.77,0.0,2,Otras actividades
INMOBILIARIA ALTOS DEL VALLE S.A.,2023,670.2,0.0,0.0,670.2,0.0,1,Otras actividades
INMOBILIARIA AMERICO VESPUCIO 4641 S A,2023,0.0,0.0,180.0,180.0,100.0,1,Construcción
INMOBILIARIA ANDES SPA,2023,971.7,0.0,0.0,971.7,0.0,2,Otras actividades
INMOBILIARIA ARCILLA ROJA S.A,2023,164.43,0.0,0.0,164.43,0.0,1,Construcción
INMOBILIARIA ARMAS ORIENTE SPA,2023,258.39,0.0,0.0,258.39,0.0,1,Otras actividades
INMOBILIARIA AYRES ORIENTE S.A.,2023,2390.0,0.0,0.0,2390.0,0.0,1,Construcción
INMOBILIARIA BARRIO PARQUE SANTIAGO SPA,2023,360.0,0.0,0.0,360.0,0.0,1,Otras actividades
INMOBILIARIA BE SMART SAN MIGUEL SPA,2023,1542.48,0.0,0.0,1542.48,0.0,5,Otras actividades
INMOBILIARIA BELGICA 1574 SPA,2023,1151.01,0.0,0.0,1151.01,0.0,3,Otras actividades
INMOBILIARIA BILBAO SPA,2023,909.0,0.0,0.0,909.0,0.0,1,Otras actividades
INMOBILIARIA BROWN NORTE SPA,2023,609.87,0.0,0.0,609.87,0.0,1,Otras actividades
INMOBILIARIA BROWN SUR SPA,2023,1315.71,0.0,0.0,1315.71,0.0,2,Otras actividades
INMOBILIARIA BUSTAMANTE SPA,2023,696.87,0.0,0.0,696.87,0.0,2,Otras actividades
INMOBILIARIA CAPITAN ORELLA DOS SPA,2023,1028.34,0.0,0.0,1028.34,0.0,2,Construcción
INMOBILIARIA CAPITAN ORELLA SPA,2023,486.33,0.0,0.0,486.33,0.0,1,Otras actividades
INMOBILIARIA CAROL URZUA LIMITADA,2023,144.0,0.0,0.0,144.0,0.0,1,Otras actividades
INMOBILIARIA CELIA SOLAR SPA,2023,495.03,0.0,7.29,502.32,1.4512661251791685,3,Otras actividades
INMOBILIARIA CLARO DECOMBE SPA,2023,254.0,0.0,0.0,254.0,0.0,2,Construcción
INMOBILIARIA COLOSO VICUNA MACKENNA LIMITADA,2023,3205.32,0.0,0.0,3205.32,0.0,3,Construcción
INMOBILIARIA CONCHALI UNO SPA,2023,22822.71,0.0,0.0,22822.71,0.0,1,Construcción
INMOBILIARIA CONDOR SPA,2023,550.0,0.0,0.0,550.0,0.0,4,Otras actividades
INMOBILIARIA DACNA LIMITADA,2023,149.64,0.0,3456.0,3605.64,95.84983525809565,3,Otras actividades
INMOBILIARIA DESARROLLO REGENERA V SPA,2023,318.9,0.0,0.0,318.9,0.0,1,Otras actividades
INMOBILIARIA DOMEYKO SPA,2023,1908.33,0.0,0.0,1908.33,0.0,1,Construcción
INMOBILIARIA DON DIEGO SPA,2023,1977.51,1.01,7.7,1986.22,0.38767105355902165,4,Otras actividades
INMOBILIARIA E INVERSIONES DOS M LIMITADA,2023,16.8,0.0,27.25,44.05,61.861520998864926,2,Gestores de residuos
INMOBILIARIA E INVERSIONES LOJA V SPA,2023,21138.45,0.0,0.0,21138.45,0.0,3,Construcción
INMOBILIARIA EDIFICIOS DE HACIENDA SPA,2023,79.17,0.0,0.0,79.17,0.0,1,Otras actividades
INMOBILIARIA EJERCITO SPA,2023,999.0,0.0,0.0,999.0,0.0,1,Otras actividades
INMOBILIARIA EL ALBA DE VALLE GRANDE III SPA,2023,324.0,0.0,0.0,324.0,0.0,1,Otras actividades
INMOBILIARIA EL DESCANSO S.A.,2023,36.0,0.0,0.0,36.0,0.0,1,Construcción
INMOBILIARIA EL NOGAL SPA,2023,1260.0,0.0,0.0,1260.0,0.0,1,Otras actividades
INMOBILIARIA EL TRANQUE SPA,2023,1934.88,0.0,7.167,1942.047,0.36904359163295225,3,Otras actividades
INMOBILIARIA ERASMO ESCALA SPA,2023,2743.98,0.0,0.0,2743.98,0.0,2,Construcción
INMOBILIARIA ESEPE-VEME S A,2023,576.24,0.0,0.0,576.24,0.0,1,Otras actividades
INMOBILIARIA ESQUEMA SPA,2023,1570.0,0.0,0.0,1570.0,0.0,1,Otras actividades
INMOBILIARIA ESTOCOLMO FORTALEZA SPA,2023,540.27,0.0,0.0,540.27,0.0,1,Construcción
INMOBILIARIA EXEQUIEL FERNANDEZ SPA,2023,1424.704,0.0,0.0,1424.704,0.0,3,Construcción
INMOBILIARIA FP 75 SPA,2023,2910.9900000000002,0.0,0.0,2910.9900000000002,0.0,2,Construcción
INMOBILIARIA FRAMBUESAL SPA,2023,1606.0,0.0,0.0,1606.0,0.0,4,Construcción
INMOBILIARIA FROILAN ROA SPA,2023,2348.73,0.0,0.0,2348.73,0.0,3,Otras actividades
INMOBILIARIA GESTORA VALMAR LIMITADA,2023,0.0,0.0,18.29,18.29,100.0,1,Otras actividades
INMOBILIARIA GIMAX 74 SPA,2023,331.14,0.0,0.0,331.14,0.0,1,Otras actividades
INMOBILIARIA GRUPO SANTOLAYA LIMITADA,2023,1.589,0.0,0.0,1.589,0.0,1,Construcción
INMOBILIARIA GUILLERMO MANN SPA,2023,8508.6,0.0,0.0,8508.6,0.0,4,Construcción
INMOBILIARIA IMB LUCO SPA,2023,1814.346,0.0,0.0,1814.346,0.0,3,Construcción
INMOBILIARIA INGLATERRA S.A.,2023,1970.333,0.0,0.0,1970.333,0.0,3,Otras actividades
INMOBILIARIA ISIETE METROPOLITANA III SPA,2023,1171.02,0.0,0.0,1171.02,0.0,2,Construcción
INMOBILIARIA LA PIRAMIDE SPA,2023,25865.97,0.0,0.0,25865.97,0.0,3,Construcción
INMOBILIARIA LAMPA ORIENTE S.A.,2023,7920.0,0.0,0.0,7920.0,0.0,1,Construcción
INMOBILIARIA LAS CONDES 10800 SPA,2023,1166.67,0.0,0.0,1166.67,0.0,1,Otras actividades
INMOBILIARIA LAS ENCINAS DE PENALOLEN S A,2023,1320.66,0.71,0.0,1321.3700000000001,0.0,4,Construcción
INMOBILIARIA LAS VIZCACHAS SPA,2023,1134.0,0.0,0.0,1134.0,0.0,1,Construcción
INMOBILIARIA LOMAS DE ASIS LIMITADA,2023,7699.99,0.0,0.0,7699.99,0.0,3,Otras actividades
INMOBILIARIA LOS ALERCES SPA,2023,579.42,0.0,0.0,579.42,0.0,1,Otras actividades
INMOBILIARIA LOS SACRAMENTINOS S A,2023,3753.18,0.0,0.0,3753.18,0.0,7,Otras actividades
INMOBILIARIA MIRADOR SPA,2023,26.1,0.0,0.0,26.1,0.0,1,Otras actividades
INMOBILIARIA NUCLEO ALMEYDA S.A.,2023,614.22,0.0,0.0,614.22,0.0,3,Otras actividades
INMOBILIARIA NUCLEO CANDELARIA 2 S.A.,2023,13.05,0.0,0.0,13.05,0.0,1,Otras actividades
INMOBILIARIA NUEVA QUILICURA LIMITADA,2023,4801.51,0.0,0.0,4801.51,0.0,3,Otras actividades
INMOBILIARIA OLIVARES SPA,2023,1168.0,0.0,0.0,1168.0,0.0,1,Otras actividades
INMOBILIARIA PAJARITOS SPA,2023,1043.568,0.0,0.0,1043.568,0.0,1,Otras actividades
INMOBILIARIA PARQUE CHICUREO S.A.,2023,230.0,0.0,0.0,230.0,0.0,1,Construcción
INMOBILIARIA PAULONIA SPA,2023,83.52,0.0,0.0,83.52,0.0,1,Otras actividades
INMOBILIARIA PAZ SPA,2023,11745.92,0.0,0.0,11745.92,0.0,5,Construcción
INMOBILIARIA PDV 70 SPA,2023,814.32,0.0,0.0,814.32,0.0,1,Construcción
INMOBILIARIA PEDRO DE ONA SPA,2023,2550.43,0.0,0.0,2550.43,0.0,1,Otras actividades
INMOBILIARIA PEDRO DE VALDIVIA SPA,2023,328.86,0.0,0.0,328.86,0.0,1,Construcción
INMOBILIARIA PEDRO TORRES SPA,2023,86.13,0.0,0.0,86.13,0.0,2,Otras actividades
INMOBILIARIA PEZOA SPA,2023,344.52,0.0,0.0,344.52,0.0,3,Otras actividades
INMOBILIARIA PIE ANDINO UNO SPA,2023,3375.0,0.0,0.0,3375.0,0.0,3,Otras actividades
INMOBILIARIA PILARES S.A.,2023,4760.648999999999,10.517,34.760000000000005,4805.9259999999995,0.7232737249803681,16,Construcción
INMOBILIARIA PK 67 S A,2023,2379.47648,0.0,0.0,2379.47648,0.0,1,Construcción
INMOBILIARIA PLAZA PROVIDENCIA SPA,2023,3093.70998,0.0,0.0,3093.70998,0.0,4,Construcción
INMOBILIARIA PROYECTO MACUL SPA,2023,148.23,0.0,0.0,148.23,0.0,3,Construcción
INMOBILIARIA PUANGUE SPA,2023,288.0,0.0,0.0,288.0,0.0,1,Construcción
INMOBILIARIA PUCARA SPA,2023,410.64,0.0,0.0,410.64,0.0,1,Otras actividades
INMOBILIARIA PUERTA ORIENTE LIMITADA,2023,187.92,0.0,0.0,187.92,0.0,1,Otras actividades
INMOBILIARIA RDG MANUEL RODRIGUEZ SPA,2023,1605.97,0.0,0.0,1605.97,0.0,3,Otras actividades
INMOBILIARIA RENTAS SOUPER SPA,2023,1337.19,0.0,0.0,1337.19,0.0,3,Otras actividades
INMOBILIARIA RESERVA URBANA S.A.,2023,437.8,0.0,0.0,437.8,0.0,2,Otras actividades
INMOBILIARIA RIVAS S.A.,2023,99.0,0.0,0.0,99.0,0.0,1,Otras actividades
INMOBILIARIA ROMAN DIAZ SPA,2023,343.0,76.64,0.0,419.64,0.0,3,Otras actividades
INMOBILIARIA RUTA DESARROLLO DOS SPA,2023,327.58899999999994,0.0,0.0,327.58899999999994,0.0,4,Otras actividades
INMOBILIARIA RUTA DESARROLLO TRES SPA,2023,1583.79,0.0,0.0,1583.79,0.0,2,Otras actividades
INMOBILIARIA SAN ANTONIO SPA,2023,1176.24,0.0,0.0,1176.24,0.0,1,Otras actividades
INMOBILIARIA SAN EUGENIO SPA,2023,1833.0,0.0,0.0,1833.0,0.0,4,Otras actividades
INMOBILIARIA SAN ISIDRO SPA,2023,914.0,0.0,0.0,914.0,0.0,3,Otras actividades
INMOBILIARIA SAN JOAQUIN SPA,2023,360.18,0.0,0.0,360.18,0.0,2,Construcción
INMOBILIARIA SANTA MARIA OFFICE SPA,2023,619.0,0.0,0.0,619.0,0.0,1,Otras actividades
INMOBILIARIA SANTO DOMINGO SPA,2023,321.76,160.08,0.0,481.84000000000003,0.0,3,Otras actividades
INMOBILIARIA SOCOVESA SANTIAGO S A,2023,504.6,1.4100000000000001,4.64,510.65000000000003,0.9086458435327522,4,Construcción
INMOBILIARIA TABANCURA S.A.,2023,218.0,0.0,0.0,218.0,0.0,1,Construcción
INMOBILIARIA TOESCA SPA,2023,477.0,0.0,0.0,477.0,0.0,1,Otras actividades
INMOBILIARIA TORRE APOQUINDO SPA,2023,10067.640000000001,0.0,0.0,10067.640000000001,0.0,2,Otras actividades
INMOBILIARIA URBANO BUSTAMANTE SPA,2023,300.1,0.0,410.0,710.1,57.738346711730735,2,Construcción
INMOBILIARIA URBANO PARK SPA,2023,210.0,0.0,352.0,562.0,62.63345195729537,2,Construcción
INMOBILIARIA VALDIVIA UNO SPA,2023,1715.79,0.0,0.0,1715.79,0.0,4,Otras actividades
INMOBILIARIA VILENA S.A.,2023,450.0,0.0,0.0,450.0,0.0,1,Otras actividades
INMOBILIARIA VIVIENDAS 2000 SPA,2023,2069.4,0.0,0.0,2069.4,0.0,4,Construcción
INMOBILIARIA Y COMERCIAL QUILICURA LIMITADA,2023,1226.0,0.0,0.0,1226.0,0.0,4,Construcción
INMOBILIARIA Y CONSTRUCTORA DP SPA,2023,147.0,0.0,0.0,147.0,0.0,1,Construcción
INMOBILIARIA Y CONSTRUCTORA EL CERRO LIMITADA,2023,4120.32,0.0,0.0,4120.32,0.0,1,Construcción
INMOBILIARIA Y CONSTRUCTORA HUANCHACA SPA,2023,753.251,0.0,0.0,753.251,0.0,1,Construcción
INMOBILIARIA Y CONSTRUCTORA PEBAL S.A,2023,918.0020000000001,0.0,0.0,918.0020000000001,0.0,4,Construcción
INMOBILIARIA Y DESARROLLADORA EL REMANSO SPA.,2023,1059.66,0.945,10.71,1071.315,0.9997059688326962,4,Otras actividades
INMOBILIARIA ZAMORA SPA,2023,580.94,0.0,0.0,580.94,0.0,2,Otras actividades
INSTAPANEL S.A.,2023,0.0,8.51,978.41,986.92,99.13772139585782,2,Otras industrias manufactureras
INSTITUTO NACIONAL DEL TORAX,2023,0.0,0.0,0.068,0.068,100.0,2,Otras actividades
INSTITUTO PROFESIONAL AIEP SPA,2023,0.0,0.0,0.446,0.446,100.0,1,Otras actividades
INTEGRALSTART  SPA,2023,0.0,0.0,0.15,0.15,100.0,1,Otras actividades
INTERMOB S A,2023,0.0,0.0,10.873,10.873,100.0,3,Otras industrias manufactureras
INVERSIONES ANCAR SPA,2023,375.0,0.0,0.0,375.0,0.0,2,Construcción
INVERSIONES CORMI LIMITADA,2023,0.0,0.0,256.31,256.31,100.0,2,Gestores de residuos
INVERSIONES DESCO S.A.,2023,15612.2,0.0,0.0,15612.2,0.0,1,Otras actividades
INVERSIONES INGENIEROS QUINCE SPA,2023,315.57,0.0,0.0,315.57,0.0,3,Otras actividades
INVERSIONES TERRACORP S A,2023,125.28,0.0,0.0,125.28,0.0,1,Otras actividades
ISA INMOBILIARIA S.A.,2023,515.85,0.0,0.0,515.85,0.0,2,Otras actividades
JAVIERA SPA,2023,0.28,0.0,0.0,0.28,0.0,2,Otras centrales de generación eléctrica
JUAN ALFONSO INOSTROZA,2023,0.0,148.71,122.102,270.812,45.08736688182208,5,Comercio mayorista
KOMATSU CUMMINS CHILE ARRIENDA S A,2023,0.0,0.0,7.49,7.49,100.0,1,Ventas y mantención de vehículos automotores
KOMATSU REMAN CENTER CHILE S.A.,2023,31.25,36.77,0.0,68.02000000000001,0.0,2,Otras industrias manufactureras
KRAH AMERICA LATINA S.A.,2023,0.0,0.0,28.84,28.84,100.0,1,"Industria química, de plástico y caucho"
KSB CHILE S A,2023,0.0,5.028,0.0,5.028,0.0,2,Comercio mayorista
KYNDRYL CHILE SPA,2023,0.0,0.02,0.0,0.02,0.0,1,Otras actividades
LA ORACION SPA,2023,603.0,0.0,0.0,603.0,0.0,1,Otras actividades
LABORATORIO BALLERINA LIMITADA,2023,2.49,0.0,12.85,15.34,83.76792698826597,2,"Industria química, de plástico y caucho"
LABORATORIO CHILE S A,2023,0.0,34.444,1.018,35.462,2.8706784727313743,2,Otras industrias manufactureras
LABORATORIO DURANDIN SA,2023,79.46,0.0,0.0,79.46,0.0,2,"Industria química, de plástico y caucho"
LABORATORIOS ANDROMACO S.A.,2023,111.13,0.0,0.0,111.13,0.0,2,Otras industrias manufactureras
LAGUNA CENTRO 1 SPA,2023,3782.0,0.0,0.0,3782.0,0.0,1,Construcción
LARI OBRAS Y SERVICIOS SPA,2023,856.8,0.0,0.0,856.8,0.0,1,Otras actividades
LASCAR ENERGY SPA,2023,14.780000000000001,0.0,0.0,14.780000000000001,0.0,4,Otras centrales de generación eléctrica
LDA SA,2023,0.0,8.66,13.67,22.33,61.21809225257502,2,Otras industrias manufactureras
LINDE HIGH LIFT CHILE S A,2023,2.251,2.521,0.7,5.472,12.792397660818711,4,Otras actividades
LO ESPEJO DATA CENTER SPA,2023,169.82,0.0,0.0,169.82,0.0,1,Otras actividades
MAESTRA CONSTRUCCION S.A.,2023,2029.67,0.0,0.0,2029.67,0.0,4,Construcción
MAESTRA EDIFICACION S.A.,2023,130.5,0.0,0.0,130.5,0.0,1,Construcción
MAESTRA PROYECTOS SPA,2023,1292.77,0.0,0.0,1292.77,0.0,3,Construcción
MAESTRA SANTA ROSA SPA,2023,407.16,0.0,0.0,407.16,0.0,2,Construcción
MAESTRA VILLA ALEMANA S.A.,2023,144.42,0.0,0.0,144.42,0.0,1,Construcción
MAESTRANZA ACUNA SPA,2023,0.0,0.0,53.72,53.72,100.0,3,Otras industrias manufactureras
MAESTRANZA GORDILLO SOCIEDAD ANONIMA CERRADA,2023,0.42,0.0,0.0,0.42,0.0,1,Otras industrias manufactureras
MAGOTTEAUX ANDINO S.A.,2023,900.715,0.0,0.0,900.715,0.0,3,Otras industrias manufactureras
MAIMONIDES SPA,2023,2.81,0.0,0.0,2.81,0.0,1,Construcción
MANE CHILE SA,2023,0.0,0.0,0.134,0.134,100.0,1,"Industria química, de plástico y caucho"
MANQUEHUE GESTIÓN LIMITADA,2023,260.13,0.0,0.0,260.13,0.0,2,Otras actividades
MANUEL DE LA CRUZ VALDERRAMA,2023,0.0,0.0,4.586,4.586,100.0,1,Comercio mayorista
